#Datasets	LIB030.A0111.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.M0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.E0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.V0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.R0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.W0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.G0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.W0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.G0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM041.Y0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM041.G0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.S0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM053.J0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.P0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.F0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.D0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.Y0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.Q0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.I0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.I0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.N0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.H0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.U0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.T0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	LIB030.A0108.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM041.U0101.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.L0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.I0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A2501.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.M0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.M0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM054.A0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.S0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM050.L0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.Z0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.Z0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	LIB030.A0115.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.Q0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.N0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.H0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.S0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.B0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.V0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.E0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.A0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.M0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.P0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM050.X0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.F0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.E0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.X0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.O0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM041.K0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.H0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.K0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A3301.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.A0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A2201.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM050.V0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.N0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.Z0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	LIB030.A0107.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.A0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.U0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.W0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM043.L0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.S0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.G0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.A0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.I0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.V0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.P0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A2301.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.F0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.M0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.D0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.H0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.Z0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM041.V0101.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.K0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.B0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.K0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	LIB030.A0110.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.V0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A2401.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.Q0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.D0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM051.U0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM049.P0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.F0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.F0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM045.R0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM050.Z0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.E0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.Q0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	EXB037.A2101.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.C0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM048.I0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM052.J0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	LIB030.A0109.SG1.1_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM046.Y0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM047.S0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam	CDM042.G0101.SG1.1.2_S0_L001_R1_001.fastq.combined.prefixed.fastq.extractunmapped.bam
Caulobacter vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacteraceae bacterium OTSz_A_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas flavigena	0	2063	0	0	0	2997	0	4090	0	0	978	974	0	636	1363	12084	0	574	3195	0	0	5478	0	864	111	0	2116	19462	0	0	0	0	0	0	0	0	0	2931	484	6851	471	0	1358	0	3590	3192	391	1642	0	3444	733	14767	1032	4015	9986	0	2873	104	0	0	0	172	0	1552	1139	0	0	6400	424	0	0	2240	204	4172	0	0	0	5860	851	1974	0	0	0	5749	224	0	2975	0	4288	0	0	3631	0	2669	0	0	651	1062	0	0	0	0	2291
Cellulomonas sp. PSBB021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium cellulans	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio mixtus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda periodontii	0	3380	698	1333	0	0	531	4058	876	1248	578	4438	0	1552	0	2394	1312	1750	0	2104	1125	1227	690	7890	55	0	2510	5494	0	888	1422	0	0	375	0	0	0	1336	2275	2824	1250	673	2236	0	1466	13548	1389	1007	541	2710	6484	3602	1570	0	1717	0	1325	161	1550	0	0	117	0	2228	839	0	0	0	2987	0	1644	1417	93	4658	0	1093	1509	2074	3180	619	1881	4826	0	1372	185	916	620	0	9918	0	0	9150	0	1678	695	0	2776	865	0	0	4307	1229	6817
Cereibacter changlensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0
Chelativorans sp. BNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans sp. J32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelatococcus asaccharovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelatococcus sp. CO-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinimonas koreensis	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga arvensicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga barathri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga eiseniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga niabensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga rupis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum limnaeum	0	2035	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	691	853	0	1146	0	0	0	0	2092	0	0	0	0	0	0	0	0	0	0	1346	0	0	0	0	1509	0	0	0	0	2910	0	0	0	0	0	4051	0	0	0	0	1248	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9419
Chlorobaculum parvum	0	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	1012	0	0	0	0	1714	0	0	0	0	0	0	0	0	0	0	1047	0	0	0	0	1279	0	0	0	0	2510	0	0	0	0	0	3283	0	0	0	0	1066	0	0	0	0	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8023
Chlorobaculum tepidum	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	609	0	895	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	1271	0	0	0	0	2226	0	0	0	0	0	3187	0	0	0	0	888	0	0	0	0	2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7838
Chlorobium chlorochromatii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302
Chlorobium limicola	0	9033	0	0	0	1026	0	0	0	0	0	0	0	2252	0	0	0	0	3159	3949	0	5199	0	0	0	0	9373	0	0	0	2762	0	0	0	0	0	0	5889	0	0	0	0	6802	0	0	0	0	13719	0	0	0	0	0	18585	0	0	0	0	5647	1700	0	0	0	11265	0	0	0	1139	0	0	0	748	0	0	0	0	0	0	0	2061	0	0	0	8492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42741
Chlorobium phaeobacteroides	0	2420	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	835	937	0	1342	0	0	0	0	2375	0	0	0	0	0	0	0	0	0	0	1513	0	0	0	0	1990	0	0	0	0	3516	0	0	0	0	0	4652	0	0	0	0	1433	0	0	0	0	2942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12022
Chlorobium phaeovibrioides	0	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	1198	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0	987	0	0	0	0	1758	0	0	0	0	0	2354	0	0	0	0	714	0	0	0	0	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6230
Chondromyces crocatus	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella minuta	0	0	0	0	0	0	0	6054	0	0	0	0	0	0	0	13644	0	0	0	0	611	0	0	0	0	0	0	1664	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	1792	0	0	893	0	8356	0	3786	0	0	1920	0	10205	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	5715	0	510	0	0	0	822	0	0	11610	0	0	0	0	0	0	1705	0	0	0	819	446	0	0	0	0
Christensenella sp. AF73-05CM02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	0	853	0	0	0	0	2976	0	0	0	0	0	0	0	0	0	1056	0	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	3408	0	0	0	0	0	0	512	0	0	0	416	0	0	0	0	0
Chryseobacterium sp. Hurlbut01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Chryseolinea serpens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0
Citrobacter werkmanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
Clavibacter michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacillus evryensis	0	0	0	0	0	0	0	2916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	1104	0	0	0	0	0	409	580	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1718	0
Cloacibacillus porcorum	0	0	777	512	1089	0	534	5032	768	549	915	1682	0	609	0	1044	0	479	0	0	0	0	496	0	0	0	0	0	0	632	0	0	838	595	1128	0	0	0	599	0	837	339	0	0	0	0	685	986	1650	0	0	0	0	0	0	0	0	0	841	598	0	0	694	0	563	516	1033	0	0	701	2522	0	0	0	650	0	992	1085	1290	1080	791	0	0	0	0	892	419	782	0	535	744	0	679	0	903	0	0	471	1091	0	797	3779	0
Cloacibacterium normanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
